N,S,D,T,puV2est
24,3,2,18,0.9935239134539142
24,3,2,19,0.9949647448795222
24,3,2,20,0.9936195481622185
24,3,2,21,0.9945728672889028
24,3,2,22,0.9948737227085868
24,3,2,23,0.9961532985510028
24,3,2,24,0.9967520238006132
24,3,3,1,0.9929937697115151
24,3,3,2,0.9932694574791581
24,3,3,3,0.9947104777344509
24,3,3,4,0.9952336877469943
24,3,3,5,0.9952359705136661
24,3,3,6,0.9879655204491868
24,3,3,7,0.9858243924339336
24,3,3,8,0.9881719464213256
24,3,3,9,0.9887349981255119
24,3,3,10,0.9862782675001597
24,3,3,11,0.9882900830218757
24,3,3,12,0.9905030274538039
24,3,3,13,0.9874087146358183
24,3,3,14,0.9878775799884196
24,3,3,15,0.9899697880745844
24,3,3,16,0.9888944922748578
24,3,3,17,0.9838225180637129
24,3,3,18,0.9860552680406199
24,3,3,19,0.989452380471276
24,3,3,20,0.9880709361242823
24,3,3,21,0.9904502870021155
24,3,3,22,0.9917276672934138
24,3,3,23,0.9940575277440146
24,3,3,24,0.9946395264642928
25,1,1,1,0.9912844817108277
25,1,1,2,0.9893391756912719
25,1,1,3,0.9869177385934547
25,1,1,4,0.9844401976025616
25,1,1,5,0.9809757379001677
25,1,1,6,0.967961655677181
25,1,1,7,0.9866726074683312
25,1,1,8,0.9891200364657683
25,1,1,9,0.9932825279533833
25,1,1,10,0.9975493770573614
25,1,1,11,0.9996825345641863
25,1,1,12,0.9997009574293708
25,1,1,13,0.9996246152117579
25,1,1,14,0.999557601734691
25,1,1,15,0.9986455448421507
25,1,1,16,0.9968564683328403
25,1,1,17,0.9949244043497135
25,1,1,18,0.9955508033825875
25,1,1,19,0.9910022395999122
25,1,1,20,0.984814147350989
25,1,1,21,0.9853585555281178
25,1,1,22,0.9877689040311325
25,1,1,23,0.9906394675888812
25,1,1,24,0.9917133091753284
25,1,2,1,0.9936291272019241
25,1,2,2,0.9936308115887104
25,1,2,3,0.9948499528544665
25,1,2,4,0.9951214950026276
25,1,2,5,0.9951231172123953
25,1,2,6,0.9937509160531708
25,1,2,7,1.0013962575465867
25,1,2,8,1.000959257489528
25,1,2,9,1.0003270725964044
25,1,2,10,0.9997874877975272
25,1,2,11,0.9988823298306168
25,1,2,12,0.9976080181321015
25,1,2,13,0.9954734570898048
25,1,2,14,0.9936759248514564
25,1,2,15,0.997719133860385
25,1,2,16,0.9993187745067578
25,1,2,17,1.0004965101396983
25,1,2,18,1.000645978391837
25,1,2,19,0.9963039471337194
25,1,2,20,0.9873679226974689
25,1,2,21,0.9883158127790019
25,1,2,22,0.9890489258809255
25,1,2,23,0.9919588964131395
25,1,2,24,0.9933321654350177
25,1,3,1,0.9857152512851625
25,1,3,2,0.985786487078694
25,1,3,3,0.9884082581121528
25,1,3,4,0.9893610781931763
25,1,3,5,0.9901938642683124
25,1,3,6,0.9851823517773682
25,1,3,7,0.9890484689864294
25,1,3,8,0.9875843208457245
25,1,3,9,0.9877084195654098
25,1,3,10,0.9869295484964433
25,1,3,11,0.9877275192655852
25,1,3,12,0.9905862116936069
25,1,3,13,0.9894411296242382
25,1,3,14,0.9889932945027147
25,1,3,15,0.9915250722879348
25,1,3,16,0.9893033643051985
25,1,3,17,0.9875016766774901
25,1,3,18,0.9887512726649673
25,1,3,19,0.9863194667123206
25,1,3,20,0.9765100629540358
25,1,3,21,0.9796729943062797
25,1,3,22,0.9825178538702931
25,1,3,23,0.9877389512026987
25,1,3,24,0.9891685218990208
25,2,1,1,0.9912844817108277
25,2,1,2,0.9893391756912719
25,2,1,3,0.9869177385934547
25,2,1,4,0.9844401976025616
25,2,1,5,0.9809757379001677
25,2,1,6,0.9635201385198616
25,2,1,7,0.9796737756836842
25,2,1,8,0.9895018371059107
25,2,1,9,0.9940625585897325
25,2,1,10,0.9982317966226506
25,2,1,11,0.9996825430871406
25,2,1,12,0.9997009150758559
25,2,1,13,0.999622728332618
25,2,1,14,0.9995565976970638
25,2,1,15,0.9986827523608316
25,2,1,16,0.9973476520101698
25,2,1,17,0.9951321721207036
25,2,1,18,0.994709598108079
25,2,1,19,0.9910022395999122
25,2,1,20,0.984814147350989
25,2,1,21,0.9853585555281178
25,2,1,22,0.9877689040311325
25,2,1,23,0.9906394675888812
25,2,1,24,0.9917133091753284
25,2,2,1,0.9936291272019241
25,2,2,2,0.9936308115887104
25,2,2,3,0.9948499528544665
25,2,2,4,0.9951214950026276
25,2,2,5,0.9951231172123953
25,2,2,6,0.9895987087400315
25,2,2,7,0.9946716043359118
25,2,2,8,1.0013611626256294
25,2,2,9,1.0011026893560915
25,2,2,10,1.0004671726550038
25,2,2,11,0.998882277382482
25,2,2,12,0.9976080441222078
25,2,2,13,0.9954714170956608
25,2,2,14,0.9936746562940488
25,2,2,15,0.9977563251408241
25,2,2,16,0.9998081754995265
25,2,2,17,1.000703013996819
25,2,2,18,0.9998255772434677
25,2,2,19,0.9963039471337194
25,2,2,20,0.9873679226974689
25,2,2,21,0.9883158127790019
25,2,2,22,0.9890489258809255
25,2,2,23,0.9919588964131395
25,2,2,24,0.9933321654350177
25,2,3,1,0.9857152512851625
25,2,3,2,0.985786487078694
25,2,3,3,0.9884082581121528
25,2,3,4,0.9893610781931763
25,2,3,5,0.9901938642683124
25,2,3,6,0.9809378519218115
25,2,3,7,0.9820950858406158
25,2,3,8,0.9879632363657838
25,2,3,9,0.9884921297056724
25,2,3,10,0.9876254755386478
25,2,3,11,0.9877269457467786
25,2,3,12,0.9905862899402467
25,2,3,13,0.9894388584256995
25,2,3,14,0.9889917989583746
25,2,3,15,0.9915620368881525
25,2,3,16,0.9898003436125795
25,2,3,17,0.9877111614776701
25,2,3,18,0.9878811310101976
25,2,3,19,0.9863194667123206
25,2,3,20,0.9765100629540358
25,2,3,21,0.9796729943062797
25,2,3,22,0.9825178538702931
25,2,3,23,0.9877389512026987
25,2,3,24,0.9891685218990208
25,3,1,1,0.9912844817108277
25,3,1,2,0.9893391756912719
25,3,1,3,0.9869177385934547
25,3,1,4,0.9844401976025616
25,3,1,5,0.9809757379001677
25,3,1,6,0.9635201385198616
25,3,1,7,0.9764533394702966
25,3,1,8,0.9885519886493588
25,3,1,9,0.994193460176952
25,3,1,10,0.9944500831683303
25,3,1,11,0.9990215877782122
25,3,1,12,0.9991152692949264
25,3,1,13,0.9949061305432331
25,3,1,14,0.9979306619652639
25,3,1,15,0.9985553129940887
25,3,1,16,0.9965762227196777
25,3,1,17,0.9856788945678315
25,3,1,18,0.9893953337608392
25,3,1,19,0.9868188588403852
25,3,1,20,0.984814147350989
25,3,1,21,0.9853585555281178
25,3,1,22,0.9877689040311325
25,3,1,23,0.9906394675888812
25,3,1,24,0.9917133091753284
25,3,2,1,0.9936291272019241
25,3,2,2,0.9936308115887104
25,3,2,3,0.9948499528544665
25,3,2,4,0.9951214950026276
25,3,2,5,0.9951231172123953
25,3,2,6,0.9895987087400315
25,3,2,7,0.9915718344366983
25,3,2,8,1.000445893595852
25,3,2,9,1.0012345310141213
25,3,2,10,0.996711430594972
25,3,2,11,0.998218195251776
25,3,2,12,0.9970149189023889
25,3,2,13,0.9906957697362496
25,3,2,14,0.9920077702201162
25,3,2,15,0.9976261744325745
25,3,2,16,0.9990470952408165
25,3,2,17,0.9913927202899264
25,3,2,18,0.9945762502699032
25,3,2,19,0.9921796648344183
25,3,2,20,0.9873679226974689
25,3,2,21,0.9883158127790019
25,3,2,22,0.9890489258809255
25,3,2,23,0.9919588964131395
25,3,2,24,0.9933321654350177
25,3,3,1,0.9857152512851625
25,3,3,2,0.985786487078694
25,3,3,3,0.9884082581121528
25,3,3,4,0.9893610781931763
25,3,3,5,0.9901938642683124
25,3,3,6,0.9809378519218115
25,3,3,7,0.9788948733922253
25,3,3,8,0.9870087323324144
25,3,3,9,0.9886221300022545
25,3,3,10,0.9837160949009149
25,3,3,11,0.9870138585992724
25,3,3,12,0.9899662750294649
25,3,3,13,0.984575425427355
25,3,3,14,0.9872915879772678
25,3,3,15,0.9914126255308605
25,3,3,16,0.9889970128290705
25,3,3,17,0.9780614032389975
25,3,3,18,0.9824783324078619
25,3,3,19,0.9820825009081847
25,3,3,20,0.9765100629540358
25,3,3,21,0.9796729943062797
25,3,3,22,0.9825178538702931
25,3,3,23,0.9877389512026987
25,3,3,24,0.9891685218990208
26,1,1,1,0.9909730082534493
26,1,1,2,0.9889636247735911
26,1,1,3,0.9864622139997717
26,1,1,4,0.9839008312382144
26,1,1,5,0.9802415290794461
26,1,1,6,0.9662502203441471
26,1,1,7,0.9860463007842902
26,1,1,8,0.9887348684549498
26,1,1,9,0.9930898221971715
26,1,1,10,0.9975335144317978
26,1,1,11,0.9997772716950007
26,1,1,12,0.999760739884545
26,1,1,13,0.9997194863017512
26,1,1,14,0.9996504486340378
26,1,1,15,0.9986255220949859
26,1,1,16,0.9967783442837431
26,1,1,17,0.9947876524809759
26,1,1,18,0.9954228906530203
26,1,1,19,0.9905651951689026
26,1,1,20,0.9842101559518919
26,1,1,21,0.984834648258965
26,1,1,22,0.9873378574585846
26,1,1,23,0.9903124660941947
26,1,1,24,0.9914201944210403
26,1,2,1,0.9934074854154086
26,1,2,2,0.993416160353301
26,1,2,3,0.9946845054579406
26,1,2,4,0.9949682854615114
26,1,2,5,0.9949476797110073
26,1,2,6,0.9933729570291633
26,1,2,7,1.0015422020006812
26,1,2,8,1.0012102073983145
26,1,2,9,1.0005257011944075
26,1,2,10,0.9998979332044043
26,1,2,11,0.9989321835593857
26,1,2,12,0.9975512327455538
26,1,2,13,0.9953365684270656
26,1,2,14,0.9934462229441684
26,1,2,15,0.9976489220398878
26,1,2,16,0.9993711687472318
26,1,2,17,1.0006463806014076
26,1,2,18,1.0007734776963249
26,1,2,19,0.996099460843803
26,1,2,20,0.9868678658850409
26,1,2,21,0.9879015210830094
26,1,2,22,0.9886650129125762
26,1,2,23,0.9916807001216102
26,1,2,24,0.9930998966911709
26,1,3,1,0.9851903829171146
26,1,3,2,0.985277764755217
26,1,3,3,0.9880072196927606
26,1,3,4,0.988999534874703
26,1,3,5,0.9898237748205828
26,1,3,6,0.984363557143175
26,1,3,7,0.9885472513197623
26,1,3,8,0.987116288700879
26,1,3,9,0.987204756337411
26,1,3,10,0.986311682891825
26,1,3,11,0.9871490799689483
26,1,3,12,0.9901371067232504
26,1,3,13,0.988966279171485
26,1,3,14,0.9885059289186354
26,1,3,15,0.9911185231007265
26,1,3,16,0.9888236954277276
26,1,3,17,0.9869817061388736
26,1,3,18,0.9882814555793302
26,1,3,19,0.985676733534955
26,1,3,20,0.9755678944381343
26,1,3,21,0.9789384276996983
26,1,3,22,0.9818935001940611
26,1,3,23,0.9873046640990369
26,1,3,24,0.9887797657276528
26,2,1,1,0.9909730082534493
26,2,1,2,0.9889636247735911
26,2,1,3,0.9864622139997717
26,2,1,4,0.9839008312382144
26,2,1,5,0.9802415290794461
26,2,1,6,0.9616355363658898
26,2,1,7,0.9785229088892805
26,2,1,8,0.988943943779175
26,2,1,9,0.9938896972506853
26,2,1,10,0.998243649107647
26,2,1,11,0.9997772802750755
26,2,1,12,0.9997606847126266
26,2,1,13,0.9997175996011101
26,2,1,14,0.9996494447118301
26,2,1,15,0.9986627304090966
26,2,1,16,0.9972760307976537
26,2,1,17,0.9949954442385024
26,2,1,18,0.9942882696332481
26,2,1,19,0.9905651951689026
26,2,1,20,0.9842101559518919
26,2,1,21,0.984834648258965
26,2,1,22,0.9873378574585846
26,2,1,23,0.9903124660941947
26,2,1,24,0.9914201944210403
26,2,2,1,0.9934074854154086
26,2,2,2,0.993416160353301
26,2,2,3,0.9946845054579406
26,2,2,4,0.9949682854615114
26,2,2,5,0.9949476797110073
26,2,2,6,0.9890618460319975
26,2,2,7,0.9943126449080198
26,2,2,8,1.0014446721049808
26,2,2,9,1.0013213660504579
26,2,2,10,1.0006051845097903
26,2,2,11,0.99893212805059
26,2,2,12,0.9975512578667799
26,2,2,13,0.9953345281502054
26,2,2,14,0.9934449538271184
26,2,2,15,0.9976861160034762
26,2,2,16,0.9998670127118463
26,2,2,17,1.0008529354925395
26,2,2,18,0.9996630461821481
26,2,2,19,0.996099460843803
26,2,2,20,0.9868678658850409
26,2,2,21,0.9879015210830094
26,2,2,22,0.9886650129125762
26,2,2,23,0.9916807001216102
26,2,2,24,0.9930998966911709
26,2,3,1,0.9851903829171146
26,2,3,2,0.985277764755217
26,2,3,3,0.9880072196927606
26,2,3,4,0.988999534874703
26,2,3,5,0.9898237748205828
26,2,3,6,0.9799556658564742
26,2,3,7,0.9810725665009297
26,2,3,8,0.9873217628960915
26,2,3,9,0.9880081644352804
26,2,3,10,0.9870361031401643
26,2,3,11,0.9871484862200778
26,2,3,12,0.99013720929693
26,2,3,13,0.988964006873739
26,2,3,14,0.9885044321655629
26,2,3,15,0.9911555031132832
26,2,3,16,0.9893273876772466
26,2,3,17,0.9871912004941179
26,2,3,18,0.9871132694064428
26,2,3,19,0.985676733534955
26,2,3,20,0.9755678944381343
26,2,3,21,0.9789384276996983
26,2,3,22,0.9818935001940611
26,2,3,23,0.9873046640990369
26,2,3,24,0.9887797657276528
26,3,1,1,0.9909730082534493
26,3,1,2,0.9889636247735911
26,3,1,3,0.9864622139997717
26,3,1,4,0.9839008312382144
26,3,1,5,0.9802415290794461
26,3,1,6,0.9616355363658898
26,3,1,7,0.9751775816843268
26,3,1,8,0.9877564797896756
26,3,1,9,0.9940104165035806
26,3,1,10,0.9939871734408943
26,3,1,11,0.9988219274288277
26,3,1,12,0.9989352855937936
26,3,1,13,0.9944968603287874
26,3,1,14,0.9976102962649952
26,3,1,15,0.9983679230055822
26,3,1,16,0.9962336803282225
26,3,1,17,0.9848065820520339
26,3,1,18,0.9886959534060296
26,3,1,19,0.9862221334839374
26,3,1,20,0.9842101559518919
26,3,1,21,0.984834648258965
26,3,1,22,0.9873378574585846
26,3,1,23,0.9903124660941947
26,3,1,24,0.9914201944210403
26,3,2,1,0.9934074854154086
26,3,2,2,0.993416160353301
26,3,2,3,0.9946845054579406
26,3,2,4,0.9949682854615114
26,3,2,5,0.9949476797110073
26,3,2,6,0.9890618460319975
26,3,2,7,0.9910940526946852
26,3,2,8,1.0002975789883954
26,3,2,9,1.0014434201686875
26,3,2,10,0.9963774577486619
26,3,2,11,0.9979730851261576
26,3,2,12,0.9967171290309684
26,3,2,13,0.9900490075659435
26,3,2,14,0.9913587374666075
26,3,2,15,0.9973881767234214
26,3,2,16,0.9988366179753944
26,3,2,17,0.9908180094298483
26,3,2,18,0.994139645958049
26,3,2,19,0.991817919346759
26,3,2,20,0.9868678658850409
26,3,2,21,0.9879015210830094
26,3,2,22,0.9886650129125762
26,3,2,23,0.9916807001216102
26,3,2,24,0.9930998966911709
26,3,3,1,0.9851903829171146
26,3,3,2,0.985277764755217
26,3,3,3,0.9880072196927606
26,3,3,4,0.988999534874703
26,3,3,5,0.9898237748205828
26,3,3,6,0.9799556658564742
26,3,3,7,0.9777484866924951
26,3,3,8,0.9861288809683315
26,3,3,9,0.9881276594306467
26,3,3,10,0.9826382790670297
26,3,3,11,0.9861321893668583
26,3,3,12,0.9892718737110832
26,3,3,13,0.983582159640258
26,3,3,14,0.986379882075591
26,3,3,15,0.9908354256786209
26,3,3,16,0.9882480784316608
26,3,3,17,0.9767907560705095
26,3,3,18,0.9814269486183667
26,3,3,19,0.9812778920408248
26,3,3,20,0.9755678944381343
26,3,3,21,0.9789384276996983
26,3,3,22,0.9818935001940611
26,3,3,23,0.9873046640990369
26,3,3,24,0.9887797657276528
27,1,1,1,0.9897389556272425
27,1,1,2,0.987491221190185
27,1,1,3,0.9846908743273347
27,1,1,4,0.9818097333833175
27,1,1,5,0.9772435386991333
27,1,1,6,0.9582992088906693
27,1,1,7,0.9823917374092709
27,1,1,8,0.9864591294670815
27,1,1,9,0.9916651354414893
27,1,1,10,0.9969744605078454
27,1,1,11,0.9997885171321231
27,1,1,12,0.9996503564706318
27,1,1,13,0.9996803196176636
27,1,1,14,0.9995364599760397
27,1,1,15,0.9978355755367704
27,1,1,16,0.9957565876723143
27,1,1,17,0.9934306986291465
27,1,1,18,0.9941269948996969
27,1,1,19,0.9884103857430202
27,1,1,20,0.9817102958068993
27,1,1,21,0.9827688805571034
27,1,1,22,0.9856465385955739
27,1,1,23,0.9890278580267755
27,1,1,24,0.9902589593550395
27,1,2,1,0.9925409369064468
27,1,2,2,0.9925940987202573
27,1,2,3,0.9940699677066769
27,1,2,4,0.9944077478721421
27,1,2,5,0.9942554532414042
27,1,2,6,0.9914821649780409
27,1,2,7,1.0014320588197583
27,1,2,8,1.0018762831521568
27,1,2,9,1.0009300172463154
27,1,2,10,0.9999317194181792
27,1,2,11,0.9987331418234756
27,1,2,12,0.9968961082250395
27,1,2,13,0.9942137071274514
27,1,2,14,0.9918327443456831
27,1,2,15,0.9966264696964143
27,1,2,16,0.9989501109495764
27,1,2,17,1.0005972612040932
27,1,2,18,1.0006333320960688
27,1,2,19,0.9949461358981094
27,1,2,20,0.9848024997159031
27,1,2,21,0.9862758497876876
27,1,2,22,0.9871627704360578
27,1,2,23,0.9905930970989232
27,1,2,24,0.992186407484238
27,1,3,1,0.9830831025231289
27,1,3,2,0.9832669265129381
27,1,3,3,0.9864532256238827
27,1,3,4,0.9876134055394852
27,1,3,5,0.9883285639167918
27,1,3,6,0.9804693262127107
27,1,3,7,0.9854667655823253
27,1,3,8,0.984457403085694
27,1,3,9,0.984327140544337
27,1,3,10,0.9829280265086204
27,1,3,11,0.9840072613742099
27,1,3,12,0.987649020600888
27,1,3,13,0.9862635287107785
27,1,3,14,0.9856948284130334
27,1,3,15,0.9885381145495677
27,1,3,16,0.9859540457856598
27,1,3,17,0.9838762608999685
27,1,3,18,0.9854384488629335
27,1,3,19,0.9826359549291652
27,1,3,20,0.9716538151196468
27,1,3,21,0.9760266175869678
27,1,3,22,0.9794265957925028
27,1,3,23,0.9855869548249852
27,1,3,24,0.9872290577856482
27,2,1,1,0.9897389556272425
27,2,1,2,0.987491221190185
27,2,1,3,0.9846908743273347
27,2,1,4,0.9818097333833175
27,2,1,5,0.9772435386991333
27,2,1,6,0.953068759196258
27,2,1,7,0.9730282208867914
27,2,1,8,0.9855933303517079
27,2,1,9,0.9922753108178958
27,2,1,10,0.9977968750180717
27,2,1,11,0.9997885260405986
27,2,1,12,0.9996502402669144
27,2,1,13,0.9996784328423708
27,2,1,14,0.9995354560848597
27,2,1,15,0.997872811961809
27,2,1,16,0.9962547855856484
27,2,1,17,0.9936387446712408
27,2,1,18,0.9915738645508576
27,2,1,19,0.9884103857430202
27,2,1,20,0.9817102958068993
27,2,1,21,0.9827688805571034
27,2,1,22,0.9856465385955739
27,2,1,23,0.9890278580267755
27,2,1,24,0.9902589593550395
27,2,2,1,0.9925409369064468
27,2,2,2,0.9925940987202573
27,2,2,3,0.9940699677066769
27,2,2,4,0.9944077478721421
27,2,2,5,0.9942554532414042
27,2,2,6,0.9866160149421574
27,2,2,7,0.9924443994877542
27,2,2,8,1.0010638279674078
27,2,2,9,1.0015389276524769
27,2,2,10,1.0007505684211715
27,2,2,11,0.9987330732391488
27,2,2,12,0.9968961277614194
27,2,2,13,0.994211664540401
27,2,2,14,0.9918314720754309
27,2,2,15,0.9966637005242136
27,2,2,16,0.999446257694055
27,2,2,17,1.0008041775112644
27,2,2,18,0.9981204116113999
27,2,2,19,0.9949461358981094
27,2,2,20,0.9848024997159031
27,2,2,21,0.9862758497876876
27,2,2,22,0.9871627704360578
27,2,2,23,0.9905930970989232
27,2,2,24,0.992186407484238
27,2,3,1,0.9830831025231289
27,2,3,2,0.9832669265129381
27,2,3,3,0.9864532256238827
27,2,3,4,0.9876134055394852
27,2,3,5,0.9883285639167918
27,2,3,6,0.9754873771970546
27,2,3,7,0.9761656060289238
27,2,3,8,0.9835842325937104
27,2,3,9,0.9849385461251119
27,2,3,10,0.9837682638941776
27,2,3,11,0.9840065845292199
27,2,3,12,0.9876492344300093
27,2,3,13,0.986261250158633
27,2,3,14,0.9856933254285362
27,2,3,15,0.9885751903927926
27,2,3,16,0.9864590031339935
27,2,3,17,0.9840859674554817
27,2,3,18,0.982829809239311
27,2,3,19,0.9826359549291652
27,2,3,20,0.9716538151196468
27,2,3,21,0.9760266175869678
27,2,3,22,0.9794265957925028
27,2,3,23,0.9855869548249852
27,2,3,24,0.9872290577856482
27,3,1,1,0.9897389556272425
27,3,1,2,0.987491221190185
27,3,1,3,0.9846908743273347
27,3,1,4,0.9818097333833175
27,3,1,5,0.9772435386991333
27,3,1,6,0.953068759196258
27,3,1,7,0.9692418446737832
27,3,1,8,0.9835764873607696
27,3,1,9,0.9921629127003307
27,3,1,10,0.99146618571828
27,3,1,11,0.9974469742642159
27,3,1,12,0.9976593968589832
27,3,1,13,0.992287276409266
27,3,1,14,0.9955629829129322
27,3,1,15,0.9965525428458091
27,3,1,16,0.9939104699496358
27,3,1,17,0.9804477846092161
27,3,1,18,0.9850065017604165
27,3,1,19,0.9835091449620421
27,3,1,20,0.9817102958068993
27,3,1,21,0.9827688805571034
27,3,1,22,0.9856465385955739
27,3,1,23,0.9890278580267755
27,3,1,24,0.9902589593550395
27,3,2,1,0.9925409369064468
27,3,2,2,0.9925940987202573
27,3,2,3,0.9940699677066769
27,3,2,4,0.9944077478721421
27,3,2,5,0.9942554532414042
27,3,2,6,0.9866160149421574
27,3,2,7,0.9888106704832715
27,3,2,8,0.9991109450053159
27,3,2,9,1.0014310692063282
27,3,2,10,0.9944613050908279
27,3,2,11,0.9963851906000355
27,3,2,12,0.9948906323655303
27,3,2,13,0.9867297694035397
27,3,2,14,0.9877833836558875
27,3,2,15,0.9953380944430809
27,3,2,16,0.9971214826140302
27,3,2,17,0.9878154968490424
27,3,2,18,0.9916386183878162
27,3,2,19,0.990116296855079
27,3,2,20,0.9848024997159031
27,3,2,21,0.9862758497876876
27,3,2,22,0.9871627704360578
27,3,2,23,0.9905930970989232
27,3,2,24,0.992186407484238
27,3,3,1,0.9830831025231289
27,3,3,2,0.9832669265129381
27,3,3,3,0.9864532256238827
27,3,3,4,0.9876134055394852
27,3,3,5,0.9883285639167918
27,3,3,6,0.9754873771970546
27,3,3,7,0.9724048418723914
27,3,3,8,0.9815588597628324
27,3,3,9,0.9848223105712252
27,3,3,10,0.9772337718605502
27,3,3,11,0.9815627843860079
27,3,3,12,0.9855920482034621
27,3,3,13,0.9786442717640057
27,3,3,14,0.9815834911100877
27,3,3,15,0.9872124430114392
27,3,3,16,0.9840538608624679
27,3,3,17,0.9706166287547102
27,3,3,18,0.9761454446223448
27,3,3,19,0.9776699450636216
27,3,3,20,0.9716538151196468
27,3,3,21,0.9760266175869678
27,3,3,22,0.9794265957925028
27,3,3,23,0.9855869548249852
27,3,3,24,0.9872290577856482
28,1,1,1,0.9889388312656464
28,1,1,2,0.9865462313193764
28,1,1,3,0.9835632569533275
28,1,1,4,0.9804825733323941
28,1,1,5,0.97524442931047
28,1,1,6,0.9524540461660503
28,1,1,7,0.9794734295777198
28,1,1,8,0.9848498429831679
28,1,1,9,0.9906514871277236
28,1,1,10,0.9965877872834856
28,1,1,11,0.9998245654924907
28,1,1,12,0.9995962566221354
28,1,1,13,0.999649168976775
28,1,1,14,0.9994741894076898
28,1,1,15,0.9972067244333097
28,1,1,16,0.9950023311573735
28,1,1,17,0.992427848683631
28,1,1,18,0.9930899164077158
28,1,1,19,0.986840301477485
28,1,1,20,0.9800230078423527
28,1,1,21,0.981435766567681
28,1,1,22,0.9845602339495546
28,1,1,23,0.988201783018253
28,1,1,24,0.9895060947455725
28,1,2,1,0.9919862854267182
28,1,2,2,0.9920787377813232
28,1,2,3,0.9936969750735376
28,1,2,4,0.9940731895832319
28,1,2,5,0.9938083939791316
28,1,2,6,0.9900514606998204
28,1,2,7,1.0011118230862162
28,1,2,8,1.0024320049193336
28,1,2,9,1.001272836140049
28,1,2,10,0.9999861428171372
28,1,2,11,0.9986129076577918
28,1,2,12,0.9964378250740367
28,1,2,13,0.9933781960025242
28,1,2,14,0.9906625457374727
28,1,2,15,0.995826253770403
28,1,2,16,0.9986363541823472
28,1,2,17,1.0005471424569692
28,1,2,18,1.0004335013151173
28,1,2,19,0.9940747973289817
28,1,2,20,0.9834110335240555
28,1,2,21,0.9852316424983778
28,1,2,22,0.98620048586139
28,1,2,23,0.989897004784129
28,1,2,24,0.9915983110432487
28,1,3,1,0.9816995903863155
28,1,3,2,0.9819661611385035
28,1,3,3,0.9854674141573535
28,1,3,4,0.9867435063119706
28,1,3,5,0.9873411229058158
28,1,3,6,0.9775796948834108
28,1,3,7,0.9829693076638338
28,1,3,8,0.9825661239428104
28,1,3,9,0.9822359285679529
28,1,3,10,0.9804397322143658
28,1,3,11,0.9816999336114353
28,1,3,12,0.9858307325849116
28,1,3,13,0.9842553702476533
28,1,3,14,0.9836397170645176
28,1,3,15,0.9865896320770309
28,1,3,16,0.9838446128415437
28,1,3,17,0.9815995605268295
28,1,3,18,0.983280493481566
28,1,3,19,0.9804476028550334
28,1,3,20,0.9690033921656555
28,1,3,21,0.9741379885914561
28,1,3,22,0.9778314867185103
28,1,3,23,0.9844751041739694
28,1,3,24,0.9862171283322455
28,2,1,1,0.9889388312656464
28,2,1,2,0.9865462313193764
28,2,1,3,0.9835632569533275
28,2,1,4,0.9804825733323941
28,2,1,5,0.97524442931047
28,2,1,6,0.9468266718677181
28,2,1,7,0.9689332611998965
28,2,1,8,0.982882036435453
28,2,1,9,0.990747610646124
28,2,1,10,0.9973313148523709
28,2,1,11,0.9998245746256378
28,2,1,12,0.999596094381294
28,2,1,13,0.9996472821419691
28,2,1,14,0.9994731876159937
28,2,1,15,0.9972439843796317
28,2,1,16,0.9955009059033568
28,2,1,17,0.9925447792966838
28,2,1,18,0.9893638738605943
28,2,1,19,0.986840301477485
28,2,1,20,0.9800230078423527
28,2,1,21,0.981435766567681
28,2,1,22,0.9845602339495546
28,2,1,23,0.988201783018253
28,2,1,24,0.9895060947455725
28,2,2,1,0.9919862854267182
28,2,2,2,0.9920787377813232
28,2,2,3,0.9936969750735376
28,2,2,4,0.9940731895832319
28,2,2,5,0.9938083939791316
28,2,2,6,0.9848316825746337
28,2,2,7,0.9910054671456507
28,2,2,8,1.000543547824432
28,2,2,9,1.0013734367523002
28,2,2,10,1.0007260683690562
28,2,2,11,0.9986128291492306
28,2,2,12,0.9964378404330217
28,2,2,13,0.9933761516950333
28,2,2,14,0.9906612732124479
28,2,2,15,0.995863514574049
28,2,2,16,0.9991327270749883
28,2,2,17,1.0006636837244336
28,2,2,18,0.9967605669303903
28,2,2,19,0.9940747973289817
28,2,2,20,0.9834110335240555
28,2,2,21,0.9852316424983778
28,2,2,22,0.98620048586139
28,2,2,23,0.989897004784129
28,2,2,24,0.9915983110432487
28,2,3,1,0.9816995903863155
28,2,3,2,0.9819661611385035
28,2,3,3,0.9854674141573535
28,2,3,4,0.9867435063119706
28,2,3,5,0.9873411229058158
28,2,3,6,0.9722306174708637
28,2,3,7,0.9725011872042967
28,2,3,8,0.9805874499737528
28,2,3,9,0.9823286674891034
28,2,3,10,0.9812013954305677
28,2,3,11,0.9816991936335848
28,2,3,12,0.9858310304510768
28,2,3,13,0.9842530870365901
28,2,3,14,0.9836382115485912
28,2,3,15,0.9866267814147063
28,2,3,16,0.984350495433643
28,2,3,17,0.9817171938645299
28,2,3,18,0.9794812521652696
28,2,3,19,0.9804476028550334
28,2,3,20,0.9690033921656555
28,2,3,21,0.9741379885914561
28,2,3,22,0.9778314867185103
28,2,3,23,0.9844751041739694
28,2,3,24,0.9862171283322455
28,3,1,1,0.9889388312656464
28,3,1,2,0.9865462313193764
28,3,1,3,0.9835632569533275
28,3,1,4,0.9804825733323941
28,3,1,5,0.97524442931047
